ID,Timestamp,Temperature (°C),Humidity (%),Gas Level (ppm),Noise Level (dB),System Alert,Alert Class
311,2025-04-01 14:10:00,48.2,40.8,126.1,40.6,"Temp, Gas Alert",9
312,2025-04-01 14:11:00,38.5,47.6,122.0,52.9,"Gas, Noise Alert",1
313,2025-04-01 14:12:00,39.6,58.8,141.2,61.9,"Gas, Noise Alert",1
314,2025-04-01 14:13:00,53.0,52.2,109.6,45.5,"Temp, Gas Alert",9
315,2025-04-01 14:14:00,48.1,78.4,96.6,51.1,"Temp, Humidity, Noise Alert",14
316,2025-04-01 14:15:00,48.1,59.2,155.0,57.3,"Temp, Gas, Noise Alert",10
317,2025-04-01 14:16:00,34.7,46.6,112.1,64.6,"Gas, Noise Alert",1
318,2025-04-01 14:17:00,51.3,63.6,92.7,46.0,Temp Alert,8
319,2025-04-01 14:18:00,41.0,52.7,135.5,48.7,Gas Alert,0
320,2025-04-01 14:19:00,44.5,42.2,124.3,60.6,"Gas, Noise Alert",1
321,2025-04-01 14:20:00,32.8,46.9,104.9,62.9,"Gas, Noise Alert",1
322,2025-04-01 14:21:00,51.7,82.3,116.8,44.3,"Temp, Humidity, Gas Alert",12
323,2025-04-01 14:22:00,49.0,61.6,115.1,60.1,"Temp, Gas, Noise Alert",10
324,2025-04-01 14:23:00,53.4,68.6,139.0,46.1,"Temp, Gas Alert",9
325,2025-04-01 14:24:00,53.5,71.3,137.8,57.8,"Temp, Gas, Noise Alert",10
326,2025-04-01 14:25:00,52.2,60.6,157.4,59.6,"Temp, Gas, Noise Alert",10
327,2025-04-01 14:26:00,40.7,67.9,105.9,60.0,"Gas, Noise Alert",1
328,2025-04-01 14:27:00,49.4,71.3,160.0,42.5,"Temp, Gas Alert",9
329,2025-04-01 14:28:00,52.5,57.8,114.5,41.7,"Temp, Gas Alert",9
330,2025-04-01 14:29:00,48.9,52.7,87.2,43.3,Temp Alert,8
331,2025-04-01 14:30:00,33.1,82.0,96.2,59.4,"Humidity, Noise Alert",5
332,2025-04-01 14:31:00,51.9,74.4,90.2,50.7,"Temp, Noise Alert",15
333,2025-04-01 14:32:00,54.1,81.7,114.8,56.6,"Temp, Humidity, Gas, Noise Alert",13
334,2025-04-01 14:33:00,34.7,78.4,137.6,56.1,"Humidity, Gas, Noise Alert",4
335,2025-04-01 14:34:00,44.4,78.2,108.5,61.8,"Humidity, Gas, Noise Alert",4
336,2025-04-01 14:35:00,48.5,53.5,156.8,62.8,"Temp, Gas, Noise Alert",10
337,2025-04-01 14:36:00,37.4,40.0,155.0,63.9,"Gas, Noise Alert",1
338,2025-04-01 14:37:00,41.3,55.8,138.4,64.2,"Gas, Noise Alert",1
339,2025-04-01 14:38:00,45.7,66.9,128.2,48.0,"Temp, Gas Alert",9
340,2025-04-01 14:39:00,48.0,42.3,124.9,56.6,"Temp, Gas, Noise Alert",10
341,2025-04-01 14:40:00,32.7,65.7,144.1,41.1,Gas Alert,0
342,2025-04-01 14:41:00,35.9,75.8,130.7,63.0,"Humidity, Gas, Noise Alert",4
343,2025-04-01 14:42:00,36.2,76.9,140.8,59.3,"Humidity, Gas, Noise Alert",4
344,2025-04-01 14:43:00,32.7,72.6,152.1,51.2,"Gas, Noise Alert",1
345,2025-04-01 14:44:00,31.5,83.0,113.3,36.7,"Humidity, Gas Alert",3
346,2025-04-01 14:45:00,31.0,58.5,138.9,36.0,Gas Alert,0
347,2025-04-01 14:46:00,45.9,47.7,105.7,57.5,"Temp, Gas, Noise Alert",10
348,2025-04-01 14:47:00,43.8,75.8,94.1,47.0,Humidity Alert,2
349,2025-04-01 14:48:00,45.7,50.7,110.0,54.7,"Temp, Gas, Noise Alert",10
350,2025-04-01 14:49:00,50.1,51.6,128.1,39.6,"Temp, Gas Alert",9
351,2025-04-01 14:50:00,51.8,69.6,91.6,57.7,"Temp, Noise Alert",15
352,2025-04-01 14:51:00,34.8,53.3,82.7,48.7,Normal,7
353,2025-04-01 14:52:00,33.2,42.5,158.7,52.1,"Gas, Noise Alert",1
354,2025-04-01 14:53:00,52.0,64.5,130.1,55.2,"Temp, Gas, Noise Alert",10
355,2025-04-01 14:54:00,51.3,72.6,125.1,51.4,"Temp, Gas, Noise Alert",10
356,2025-04-01 14:55:00,47.7,59.0,142.9,36.4,"Temp, Gas Alert",9
357,2025-04-01 14:56:00,47.4,43.2,128.3,63.4,"Temp, Gas, Noise Alert",10
358,2025-04-01 14:57:00,51.9,41.5,109.1,51.8,"Temp, Gas, Noise Alert",10
359,2025-04-01 14:58:00,35.7,70.4,84.5,55.7,Noise Alert,6
360,2025-04-01 14:59:00,51.8,75.0,102.3,35.6,"Temp, Gas Alert",9
361,2025-04-01 15:00:00,35.8,66.5,137.2,59.2,"Gas, Noise Alert",1
362,2025-04-01 15:01:00,47.4,65.7,116.0,46.8,"Temp, Gas Alert",9
363,2025-04-01 15:02:00,42.5,63.8,98.7,46.4,Normal,7
364,2025-04-01 15:03:00,37.8,54.2,145.2,46.9,Gas Alert,0
365,2025-04-01 15:04:00,46.3,67.6,135.2,35.9,"Temp, Gas Alert",9
366,2025-04-01 15:05:00,53.8,56.7,90.3,51.9,"Temp, Noise Alert",15
367,2025-04-01 15:06:00,32.6,80.2,94.5,50.4,"Humidity, Noise Alert",5
368,2025-04-01 15:07:00,43.2,42.1,108.1,49.3,Gas Alert,0
369,2025-04-01 15:08:00,48.5,55.9,159.8,56.5,"Temp, Gas, Noise Alert",10
370,2025-04-01 15:09:00,44.1,65.1,135.4,58.5,"Gas, Noise Alert",1
371,2025-04-01 15:10:00,54.2,60.9,108.4,43.2,"Temp, Gas Alert",9
372,2025-04-01 15:11:00,37.3,72.1,94.9,46.9,Normal,7
373,2025-04-01 15:12:00,44.7,56.0,121.8,64.7,"Gas, Noise Alert",1
374,2025-04-01 15:13:00,34.3,69.9,80.3,37.1,Normal,7
375,2025-04-01 15:14:00,37.5,78.1,81.2,50.1,"Humidity, Noise Alert",5
376,2025-04-01 15:15:00,35.9,74.4,122.7,46.0,Gas Alert,0
377,2025-04-01 15:16:00,47.5,44.9,105.9,53.9,"Temp, Gas, Noise Alert",10
378,2025-04-01 15:17:00,42.4,49.7,90.9,42.2,Normal,7
379,2025-04-01 15:18:00,35.7,58.3,142.5,43.6,Gas Alert,0
380,2025-04-01 15:19:00,48.6,69.6,133.7,51.1,"Temp, Gas, Noise Alert",10
381,2025-04-01 15:20:00,49.4,43.6,147.0,39.1,"Temp, Gas Alert",9
382,2025-04-01 15:21:00,43.7,68.2,158.5,60.6,"Gas, Noise Alert",1
383,2025-04-01 15:22:00,40.1,59.3,137.7,57.4,"Gas, Noise Alert",1
384,2025-04-01 15:23:00,44.1,67.7,112.8,54.7,"Gas, Noise Alert",1
385,2025-04-01 15:24:00,51.9,75.9,90.7,57.2,"Temp, Humidity, Noise Alert",14
386,2025-04-01 15:25:00,35.7,43.3,114.4,56.1,"Gas, Noise Alert",1
387,2025-04-01 15:26:00,53.8,65.5,138.0,40.3,"Temp, Gas Alert",9
388,2025-04-01 15:27:00,39.9,78.6,87.1,37.4,Humidity Alert,2
389,2025-04-01 15:28:00,37.7,51.6,86.9,37.2,Normal,7
390,2025-04-01 15:29:00,33.0,46.7,117.0,35.6,Gas Alert,0
391,2025-04-01 15:30:00,54.2,44.1,141.1,57.8,"Temp, Gas, Noise Alert",10
392,2025-04-01 15:31:00,38.0,44.8,123.2,53.4,"Gas, Noise Alert",1
393,2025-04-01 15:32:00,38.7,60.4,112.5,44.7,Gas Alert,0
394,2025-04-01 15:33:00,35.6,50.2,104.3,42.0,Gas Alert,0
395,2025-04-01 15:34:00,53.2,60.5,144.2,43.8,"Temp, Gas Alert",9
396,2025-04-01 15:35:00,52.2,55.8,125.9,58.7,"Temp, Gas, Noise Alert",10
397,2025-04-01 15:36:00,43.5,72.9,135.5,60.0,"Gas, Noise Alert",1
398,2025-04-01 15:37:00,33.8,42.9,100.3,37.6,Gas Alert,0
399,2025-04-01 15:38:00,31.7,42.3,131.1,49.3,Gas Alert,0
400,2025-04-01 15:39:00,35.1,79.6,155.1,64.4,"Humidity, Gas, Noise Alert",4
401,2025-04-01 15:40:00,41.9,46.7,87.2,55.3,Noise Alert,6
402,2025-04-01 15:41:00,47.8,48.7,135.3,42.8,"Temp, Gas Alert",9
403,2025-04-01 15:42:00,41.1,54.0,106.0,48.2,Gas Alert,0
404,2025-04-01 15:43:00,38.9,60.6,132.4,41.4,Gas Alert,0
405,2025-04-01 15:44:00,41.3,43.6,150.4,58.7,"Gas, Noise Alert",1
406,2025-04-01 15:45:00,38.8,62.5,128.7,49.9,Gas Alert,0
407,2025-04-01 15:46:00,38.0,66.0,141.4,56.2,"Gas, Noise Alert",1
408,2025-04-01 15:47:00,33.0,83.2,89.3,36.9,Humidity Alert,2
409,2025-04-01 15:48:00,47.3,73.9,143.4,60.2,"Temp, Gas, Noise Alert",10
410,2025-04-01 15:49:00,38.6,53.4,137.3,37.5,Gas Alert,0
411,2025-04-01 15:50:00,42.1,60.7,150.0,52.2,"Gas, Noise Alert",1
412,2025-04-01 15:51:00,51.8,71.8,82.1,57.8,"Temp, Noise Alert",15
413,2025-04-01 15:52:00,39.3,44.1,93.5,46.4,Normal,7
414,2025-04-01 15:53:00,51.0,46.1,131.2,37.7,"Temp, Gas Alert",9
415,2025-04-01 15:54:00,54.1,56.0,114.8,58.7,"Temp, Gas, Noise Alert",10
416,2025-04-01 15:55:00,42.3,59.8,134.0,39.6,Gas Alert,0
417,2025-04-01 15:56:00,47.9,66.3,83.9,47.2,Temp Alert,8
418,2025-04-01 15:57:00,48.9,79.0,142.3,49.0,"Temp, Humidity, Gas Alert",12
419,2025-04-01 15:58:00,38.3,63.1,146.5,38.4,Gas Alert,0
420,2025-04-01 15:59:00,32.3,56.6,116.5,62.8,"Gas, Noise Alert",1
421,2025-04-01 16:00:00,40.5,66.2,108.6,41.8,Gas Alert,0
422,2025-04-01 16:01:00,39.6,82.6,130.2,46.6,"Humidity, Gas Alert",3
423,2025-04-01 16:02:00,43.2,52.8,85.7,56.9,Noise Alert,6
424,2025-04-01 16:03:00,50.4,54.3,103.3,40.3,"Temp, Gas Alert",9
425,2025-04-01 16:04:00,52.5,51.5,88.1,50.8,"Temp, Noise Alert",15
426,2025-04-01 16:05:00,44.8,41.1,80.4,40.0,Normal,7
427,2025-04-01 16:06:00,32.7,83.5,156.9,44.9,"Humidity, Gas Alert",3
428,2025-04-01 16:07:00,31.6,68.8,146.0,53.0,"Gas, Noise Alert",1
429,2025-04-01 16:08:00,32.0,66.3,87.9,52.7,Noise Alert,6
430,2025-04-01 16:09:00,45.0,84.1,153.3,60.4,"Humidity, Gas, Noise Alert",4
431,2025-04-01 16:10:00,31.2,72.8,135.3,41.7,Gas Alert,0
432,2025-04-01 16:11:00,47.9,42.5,84.6,49.4,Temp Alert,8
433,2025-04-01 16:12:00,52.1,82.6,126.4,63.0,"Temp, Humidity, Gas, Noise Alert",13
434,2025-04-01 16:13:00,37.6,60.0,137.8,59.4,"Gas, Noise Alert",1
435,2025-04-01 16:14:00,53.9,51.1,94.8,52.6,"Temp, Noise Alert",15
436,2025-04-01 16:15:00,40.3,84.5,116.6,39.4,"Humidity, Gas Alert",3
437,2025-04-01 16:16:00,49.5,55.4,156.2,39.7,"Temp, Gas Alert",9
438,2025-04-01 16:17:00,50.1,72.4,130.2,64.7,"Temp, Gas, Noise Alert",10
439,2025-04-01 16:18:00,41.4,58.4,119.3,57.3,"Gas, Noise Alert",1
440,2025-04-01 16:19:00,31.0,52.3,118.9,42.0,Gas Alert,0
441,2025-04-01 16:20:00,45.5,69.8,147.0,39.2,"Temp, Gas Alert",9
442,2025-04-01 16:21:00,45.0,42.7,150.9,56.2,"Gas, Noise Alert",1
443,2025-04-01 16:22:00,36.8,66.2,127.3,35.3,Gas Alert,0
444,2025-04-01 16:23:00,37.5,80.1,158.7,39.8,"Humidity, Gas Alert",3
445,2025-04-01 16:24:00,47.4,63.9,98.5,64.3,"Temp, Noise Alert",15
446,2025-04-01 16:25:00,46.5,42.4,118.5,55.8,"Temp, Gas, Noise Alert",10
447,2025-04-01 16:26:00,47.2,40.8,115.5,50.9,"Temp, Gas, Noise Alert",10
448,2025-04-01 16:27:00,35.4,78.4,106.2,43.8,"Humidity, Gas Alert",3
449,2025-04-01 16:28:00,55.0,78.5,112.7,56.1,"Temp, Humidity, Gas, Noise Alert",13
450,2025-04-01 16:29:00,34.3,70.1,95.3,56.8,Noise Alert,6
451,2025-04-01 16:30:00,53.5,81.1,154.5,47.0,"Temp, Humidity, Gas Alert",12
452,2025-04-01 16:31:00,49.3,72.7,98.8,60.5,"Temp, Noise Alert",15
453,2025-04-01 16:32:00,46.2,43.4,94.6,52.7,"Temp, Noise Alert",15
454,2025-04-01 16:33:00,33.2,58.0,131.1,59.6,"Gas, Noise Alert",1
455,2025-04-01 16:34:00,33.9,68.7,94.1,64.4,Noise Alert,6
456,2025-04-01 16:35:00,39.2,60.0,93.1,54.8,Noise Alert,6
457,2025-04-01 16:36:00,37.2,65.8,131.5,44.6,Gas Alert,0
458,2025-04-01 16:37:00,30.2,71.4,91.3,41.7,Normal,7
459,2025-04-01 16:38:00,54.0,53.8,121.0,42.6,"Temp, Gas Alert",9
460,2025-04-01 16:39:00,33.8,44.9,156.0,52.5,"Gas, Noise Alert",1
461,2025-04-01 16:40:00,35.2,52.2,91.0,58.9,Noise Alert,6
462,2025-04-01 16:41:00,31.0,82.8,111.6,51.9,"Humidity, Gas, Noise Alert",4
463,2025-04-01 16:42:00,41.7,63.5,148.6,56.6,"Gas, Noise Alert",1
464,2025-04-01 16:43:00,35.1,48.7,105.9,55.5,"Gas, Noise Alert",1
465,2025-04-01 16:44:00,35.8,72.9,87.5,52.8,Noise Alert,6
466,2025-04-01 16:45:00,46.7,64.0,113.8,61.4,"Temp, Gas, Noise Alert",10
467,2025-04-01 16:46:00,45.5,43.0,157.0,63.7,"Temp, Gas, Noise Alert",10
468,2025-04-01 16:47:00,50.3,84.5,148.0,49.4,"Temp, Humidity, Gas Alert",12
469,2025-04-01 16:48:00,38.9,79.0,123.9,54.6,"Humidity, Gas, Noise Alert",4
470,2025-04-01 16:49:00,36.8,55.3,81.6,56.8,Noise Alert,6
471,2025-04-01 16:50:00,53.3,47.5,86.8,41.1,Temp Alert,8
472,2025-04-01 16:51:00,52.2,55.5,141.9,42.4,"Temp, Gas Alert",9
473,2025-04-01 16:52:00,38.7,52.1,111.6,53.8,"Gas, Noise Alert",1
474,2025-04-01 16:53:00,37.0,77.2,151.9,56.8,"Humidity, Gas, Noise Alert",4
475,2025-04-01 16:54:00,47.0,48.9,111.7,53.4,"Temp, Gas, Noise Alert",10
476,2025-04-01 16:55:00,51.2,69.4,94.5,36.9,Temp Alert,8
477,2025-04-01 16:56:00,47.3,44.2,103.8,49.5,"Temp, Gas Alert",9
478,2025-04-01 16:57:00,35.4,55.4,82.1,41.2,Normal,7
479,2025-04-01 16:58:00,40.9,43.4,139.3,47.2,Gas Alert,0
480,2025-04-01 16:59:00,48.7,71.1,110.8,63.9,"Temp, Gas, Noise Alert",10
481,2025-04-01 17:00:00,33.2,63.8,149.4,61.0,"Gas, Noise Alert",1
482,2025-04-01 17:01:00,48.1,55.9,156.0,51.2,"Temp, Gas, Noise Alert",10
483,2025-04-01 17:02:00,44.1,81.9,133.9,64.7,"Humidity, Gas, Noise Alert",4
484,2025-04-01 17:03:00,54.1,74.1,116.3,52.0,"Temp, Gas, Noise Alert",10
485,2025-04-01 17:04:00,34.3,69.6,148.3,51.8,"Gas, Noise Alert",1
486,2025-04-01 17:05:00,46.4,58.7,114.1,44.8,"Temp, Gas Alert",9
487,2025-04-01 17:06:00,47.8,81.0,87.4,59.6,"Temp, Humidity, Noise Alert",14
488,2025-04-01 17:07:00,40.3,82.9,101.4,62.5,"Humidity, Gas, Noise Alert",4
489,2025-04-01 17:08:00,46.8,44.6,112.7,39.2,"Temp, Gas Alert",9
490,2025-04-01 17:09:00,37.8,56.3,97.4,37.0,Normal,7
491,2025-04-01 17:10:00,48.7,72.8,144.5,46.9,"Temp, Gas Alert",9
492,2025-04-01 17:11:00,35.1,69.5,119.0,50.3,"Gas, Noise Alert",1
493,2025-04-01 17:12:00,44.2,57.7,141.9,64.5,"Gas, Noise Alert",1
494,2025-04-01 17:13:00,50.3,52.6,155.5,56.3,"Temp, Gas, Noise Alert",10
495,2025-04-01 17:14:00,35.0,83.0,98.6,56.0,"Humidity, Noise Alert",5
496,2025-04-01 17:15:00,39.7,72.1,93.0,52.7,Noise Alert,6
497,2025-04-01 17:16:00,44.9,81.3,102.5,40.7,"Humidity, Gas Alert",3
498,2025-04-01 17:17:00,44.0,46.2,88.1,54.3,Noise Alert,6
499,2025-04-01 17:18:00,35.8,63.6,97.6,35.7,Normal,7
500,2025-04-01 17:19:00,53.4,73.3,97.0,36.7,Temp Alert,8
501,2025-04-01 17:20:00,34.4,40.6,146.3,38.6,Gas Alert,0
502,2025-04-01 17:21:00,42.0,55.7,114.7,55.5,"Gas, Noise Alert",1
503,2025-04-01 17:22:00,30.2,75.7,82.3,38.0,Humidity Alert,2
504,2025-04-01 17:23:00,32.1,59.9,135.4,39.6,Gas Alert,0
505,2025-04-01 17:24:00,38.2,81.3,100.1,60.5,"Humidity, Gas, Noise Alert",4
506,2025-04-01 17:25:00,31.9,48.0,85.0,60.5,Noise Alert,6
507,2025-04-01 17:26:00,46.9,78.0,136.5,45.2,"Temp, Humidity, Gas Alert",12
508,2025-04-01 17:27:00,40.0,79.3,143.1,54.8,"Humidity, Gas, Noise Alert",4
509,2025-04-01 17:28:00,38.0,76.2,123.7,55.6,"Humidity, Gas, Noise Alert",4
510,2025-04-01 17:29:00,31.1,51.9,97.7,51.3,Noise Alert,6
511,2025-04-01 17:30:00,49.2,58.9,149.2,45.6,"Temp, Gas Alert",9
512,2025-04-01 17:31:00,31.7,75.4,133.2,63.5,"Humidity, Gas, Noise Alert",4
513,2025-04-01 17:32:00,44.7,66.2,150.5,41.8,Gas Alert,0
514,2025-04-01 17:33:00,37.6,67.8,159.6,40.0,Gas Alert,0
515,2025-04-01 17:34:00,40.2,48.3,153.1,37.2,Gas Alert,0
516,2025-04-01 17:35:00,44.1,68.1,145.1,60.7,"Gas, Noise Alert",1
517,2025-04-01 17:36:00,37.9,70.8,106.4,62.0,"Gas, Noise Alert",1
518,2025-04-01 17:37:00,50.9,47.2,97.1,59.7,"Temp, Noise Alert",15
519,2025-04-01 17:38:00,39.5,74.9,135.2,61.1,"Gas, Noise Alert",1
520,2025-04-01 17:39:00,32.0,49.5,149.7,46.9,Gas Alert,0
521,2025-04-01 17:40:00,51.2,43.7,146.4,52.4,"Temp, Gas, Noise Alert",10
522,2025-04-01 17:41:00,45.8,59.0,97.3,39.3,Temp Alert,8
523,2025-04-01 17:42:00,32.8,59.9,109.0,55.1,"Gas, Noise Alert",1
524,2025-04-01 17:43:00,51.5,49.1,141.3,43.9,"Temp, Gas Alert",9
525,2025-04-01 17:44:00,30.4,57.0,134.3,48.7,Gas Alert,0
526,2025-04-01 17:45:00,44.6,76.4,132.3,35.8,"Humidity, Gas Alert",3
527,2025-04-01 17:46:00,37.1,66.8,133.5,53.4,"Gas, Noise Alert",1
528,2025-04-01 17:47:00,38.5,66.2,151.8,58.6,"Gas, Noise Alert",1
529,2025-04-01 17:48:00,37.1,65.2,129.7,58.4,"Gas, Noise Alert",1
530,2025-04-01 17:49:00,43.5,80.7,122.6,45.0,"Humidity, Gas Alert",3
531,2025-04-01 17:50:00,53.5,78.4,137.1,54.9,"Temp, Humidity, Gas, Noise Alert",13
532,2025-04-01 17:51:00,42.3,46.7,118.7,42.4,Gas Alert,0
533,2025-04-01 17:52:00,39.1,79.2,154.7,43.8,"Humidity, Gas Alert",3
534,2025-04-01 17:53:00,53.0,73.7,104.9,51.9,"Temp, Gas, Noise Alert",10
535,2025-04-01 17:54:00,50.4,76.9,126.2,53.5,"Temp, Humidity, Gas, Noise Alert",13
536,2025-04-01 17:55:00,50.3,47.0,130.8,45.5,"Temp, Gas Alert",9
537,2025-04-01 17:56:00,53.5,82.6,151.6,60.8,"Temp, Humidity, Gas, Noise Alert",13
538,2025-04-01 17:57:00,41.2,64.5,158.4,55.3,"Gas, Noise Alert",1
539,2025-04-01 17:58:00,42.8,59.8,90.4,64.8,Noise Alert,6
540,2025-04-01 17:59:00,45.3,70.2,103.1,35.8,"Temp, Gas Alert",9
541,2025-04-01 18:00:00,46.4,68.1,153.4,64.2,"Temp, Gas, Noise Alert",10
542,2025-04-01 18:01:00,31.8,68.6,151.5,44.9,Gas Alert,0
543,2025-04-01 18:02:00,44.3,57.8,141.8,63.1,"Gas, Noise Alert",1
544,2025-04-01 18:03:00,41.3,58.9,142.2,37.4,Gas Alert,0
545,2025-04-01 18:04:00,51.4,65.7,139.2,39.8,"Temp, Gas Alert",9
546,2025-04-01 18:05:00,50.7,41.1,86.8,62.8,"Temp, Noise Alert",15
547,2025-04-01 18:06:00,52.7,64.2,82.4,43.4,Temp Alert,8
548,2025-04-01 18:07:00,30.5,55.0,115.5,56.3,"Gas, Noise Alert",1
549,2025-04-01 18:08:00,36.7,72.4,90.1,50.3,Noise Alert,6
550,2025-04-01 18:09:00,33.4,81.9,124.3,52.7,"Humidity, Gas, Noise Alert",4
551,2025-04-01 18:10:00,48.8,78.6,81.2,52.0,"Temp, Humidity, Noise Alert",14
552,2025-04-01 18:11:00,43.2,77.9,95.7,45.6,Humidity Alert,2
553,2025-04-01 18:12:00,34.2,59.1,110.7,48.8,Gas Alert,0
554,2025-04-01 18:13:00,49.9,82.7,91.9,57.7,"Temp, Humidity, Noise Alert",14
555,2025-04-01 18:14:00,30.3,61.9,154.4,49.2,Gas Alert,0
556,2025-04-01 18:15:00,35.9,54.1,153.3,40.7,Gas Alert,0
557,2025-04-01 18:16:00,50.1,79.1,139.9,43.4,"Temp, Humidity, Gas Alert",12
558,2025-04-01 18:17:00,34.1,61.9,146.5,41.7,Gas Alert,0
559,2025-04-01 18:18:00,30.6,72.6,140.7,54.3,"Gas, Noise Alert",1
560,2025-04-01 18:19:00,51.9,83.3,123.9,45.6,"Temp, Humidity, Gas Alert",12
561,2025-04-01 18:20:00,31.4,61.3,135.6,49.5,Gas Alert,0
562,2025-04-01 18:21:00,37.1,40.7,159.6,41.1,Gas Alert,0
563,2025-04-01 18:22:00,37.6,52.3,93.8,54.1,Noise Alert,6
564,2025-04-01 18:23:00,44.1,79.0,99.4,50.9,"Humidity, Noise Alert",5
565,2025-04-01 18:24:00,30.2,75.2,118.6,43.2,"Humidity, Gas Alert",3
566,2025-04-01 18:25:00,39.2,48.0,90.5,53.1,Noise Alert,6
567,2025-04-01 18:26:00,49.6,63.5,158.8,36.8,"Temp, Gas Alert",9
568,2025-04-01 18:27:00,34.4,43.5,142.6,47.1,Gas Alert,0
569,2025-04-01 18:28:00,36.3,68.1,109.4,45.7,Gas Alert,0
570,2025-04-01 18:29:00,41.6,66.8,130.6,62.0,"Gas, Noise Alert",1
571,2025-04-01 18:30:00,45.9,45.2,83.1,40.5,Temp Alert,8
572,2025-04-01 18:31:00,47.8,46.4,152.5,47.8,"Temp, Gas Alert",9
573,2025-04-01 18:32:00,42.5,75.2,107.7,63.1,"Humidity, Gas, Noise Alert",4
574,2025-04-01 18:33:00,49.2,67.1,142.1,37.3,"Temp, Gas Alert",9
575,2025-04-01 18:34:00,30.8,40.4,92.6,64.2,Noise Alert,6
576,2025-04-01 18:35:00,44.2,77.3,83.0,59.7,"Humidity, Noise Alert",5
577,2025-04-01 18:36:00,39.2,41.2,156.9,61.8,"Gas, Noise Alert",1
578,2025-04-01 18:37:00,52.9,40.2,120.1,58.7,"Temp, Gas, Noise Alert",10
579,2025-04-01 18:38:00,53.0,73.3,117.8,39.1,"Temp, Gas Alert",9
580,2025-04-01 18:39:00,33.4,69.8,153.5,40.4,Gas Alert,0
581,2025-04-01 18:40:00,44.6,66.1,101.9,46.9,Gas Alert,0
582,2025-04-01 18:41:00,37.5,66.6,122.4,54.6,"Gas, Noise Alert",1
583,2025-04-01 18:42:00,35.7,45.2,153.5,55.9,"Gas, Noise Alert",1
584,2025-04-01 18:43:00,30.5,58.9,135.3,54.5,"Gas, Noise Alert",1
585,2025-04-01 18:44:00,54.8,59.9,152.0,49.8,"Temp, Gas Alert",9
586,2025-04-01 18:45:00,49.4,49.7,119.2,62.2,"Temp, Gas, Noise Alert",10
587,2025-04-01 18:46:00,42.6,65.8,100.7,56.0,"Gas, Noise Alert",1
588,2025-04-01 18:47:00,36.2,62.7,81.0,61.5,Noise Alert,6
589,2025-04-01 18:48:00,40.0,58.3,150.6,58.1,"Gas, Noise Alert",1
590,2025-04-01 18:49:00,48.3,66.7,150.0,51.0,"Temp, Gas, Noise Alert",10
591,2025-04-01 18:50:00,54.7,42.7,143.9,51.1,"Temp, Gas, Noise Alert",10
592,2025-04-01 18:51:00,39.0,53.6,144.6,59.6,"Gas, Noise Alert",1
593,2025-04-01 18:52:00,37.6,42.0,112.3,62.2,"Gas, Noise Alert",1
594,2025-04-01 18:53:00,41.4,51.7,132.9,36.5,Gas Alert,0
595,2025-04-01 18:54:00,44.6,56.3,158.4,41.2,Gas Alert,0
596,2025-04-01 18:55:00,34.6,63.1,89.5,35.2,Normal,7
597,2025-04-01 18:56:00,43.1,75.9,142.7,54.4,"Humidity, Gas, Noise Alert",4
598,2025-04-01 18:57:00,36.3,40.4,140.7,61.0,"Gas, Noise Alert",1
599,2025-04-01 18:58:00,36.8,65.0,140.3,54.9,"Gas, Noise Alert",1
600,2025-04-01 18:59:00,47.4,61.3,99.5,39.6,Temp Alert,8
601,2025-04-01 19:00:00,31.1,74.0,124.5,63.7,"Gas, Noise Alert",1
602,2025-04-01 19:01:00,39.4,62.0,155.5,42.7,Gas Alert,0
603,2025-04-01 19:02:00,52.3,48.7,143.4,51.8,"Temp, Gas, Noise Alert",10
604,2025-04-01 19:03:00,33.4,63.6,156.1,43.1,Gas Alert,0
605,2025-04-01 19:04:00,48.8,53.5,100.6,42.4,"Temp, Gas Alert",9
606,2025-04-01 19:05:00,49.3,78.9,136.8,64.0,"Temp, Humidity, Gas, Noise Alert",13
607,2025-04-01 19:06:00,50.9,71.1,139.0,36.1,"Temp, Gas Alert",9
608,2025-04-01 19:07:00,54.7,41.0,94.3,43.6,Temp Alert,8
609,2025-04-01 19:08:00,34.3,73.6,125.0,53.4,"Gas, Noise Alert",1
610,2025-04-01 19:09:00,51.3,57.1,119.3,39.9,"Temp, Gas Alert",9
611,2025-04-01 19:10:00,52.8,62.9,151.2,64.2,"Temp, Gas, Noise Alert",10
612,2025-04-01 19:11:00,47.5,70.7,80.2,41.4,Temp Alert,8
613,2025-04-01 19:12:00,52.8,79.7,85.6,63.2,"Temp, Humidity, Noise Alert",14
614,2025-04-01 19:13:00,49.9,48.3,105.6,41.6,"Temp, Gas Alert",9
615,2025-04-01 19:14:00,38.9,55.6,88.7,37.2,Normal,7
616,2025-04-01 19:15:00,32.4,55.5,110.8,39.8,Gas Alert,0
617,2025-04-01 19:16:00,42.7,78.7,81.5,48.9,Humidity Alert,2
618,2025-04-01 19:17:00,35.8,45.7,92.5,55.1,Noise Alert,6
619,2025-04-01 19:18:00,41.6,58.7,157.0,35.4,Gas Alert,0
620,2025-04-01 19:19:00,53.9,56.2,129.4,53.8,"Temp, Gas, Noise Alert",10
621,2025-04-01 19:20:00,35.9,60.6,125.1,60.3,"Gas, Noise Alert",1
622,2025-04-01 19:21:00,42.6,64.8,146.4,36.0,Gas Alert,0
623,2025-04-01 19:22:00,33.0,54.7,87.9,53.0,Noise Alert,6
